timestamp;yaw;pitch;roll
276205;272.43;50.39;104.42
276253;272.27;50.54;104.42
276305;272.02;50.69;104.57
276353;271.75;50.71;104.42
276405;270.94;50.71;104.14
276453;269.81;49.91;103.38
276505;266.74;43.14;101.38
276553;263.05;32.90;99.21
276884;332.33;72.93;154.65
276932;13.98;73.48;-168.29
276984;49.27;63.48;-142.37
277032;65.16;54.48;-132.01
277084;73.47;51.06;-129.93
277132;71.35;55.91;-125.91
277182;46.60;65.99;-146.45
277234;25.52;68.77;-166.29
277282;23.91;69.70;-166.12
277336;24.43;70.05;-165.29
277382;24.80;69.91;-165.20
277434;24.77;69.91;-165.28
277482;25.15;69.83;-165.13
277534;25.48;69.72;-165.14
277582;25.78;69.94;-164.57
277634;25.81;70.04;-164.49
277682;25.99;70.41;-164.10
277734;25.40;71.25;-164.15
277782;22.36;72.04;-166.71
277836;3.75;73.82;174.56
277882;335.25;71.45;147.58
277934;303.93;59.97;122.10
277982;290.38;44.62;112.35
278034;285.73;36.07;104.56
278082;283.59;42.56;103.85
278134;283.02;51.95;100.93
278182;286.16;61.90;103.46
278234;305.32;75.71;119.98
278282;359.29;81.85;171.98
278336;64.82;70.89;-126.65
278382;74.86;58.67;-121.65
278434;80.07;49.29;-124.29
278482;80.35;52.41;-124.87
278534;56.20;59.08;-140.96
278582;43.44;62.72;-152.32
278634;42.55;63.83;-148.77
278682;42.54;63.99;-148.51
278734;41.97;63.57;-149.71
278782;42.13;63.28;-149.94
278837;42.84;63.37;-149.13
278882;43.60;63.56;-148.23
278934;44.45;63.88;-147.09
278982;45.01;64.10;-146.38
279034;45.39;64.36;-145.83
279082;45.75;64.63;-145.47
279134;45.36;65.23;-145.75
279182;43.10;66.41;-148.02
279234;27.33;69.90;-163.25
279282;359.49;71.37;170.06
279337;315.80;62.29;131.94
279382;297.86;46.42;117.04
279434;297.03;45.29;110.71
279482;295.02;51.51;110.42
279534;293.26;62.72;106.10
279582;298.34;73.09;109.81
279634;7.52;83.93;175.38
279682;70.57;76.63;-124.33
279734;83.55;60.47;-115.80
279782;89.26;47.07;-115.46
279837;94.44;39.07;-121.16
279882;95.17;46.14;-114.68
279932;78.63;57.93;-125.40
279984;70.73;64.59;-130.76
280032;71.35;66.96;-126.18
280084;72.08;67.47;-124.59
280132;72.17;67.61;-124.28
280184;72.63;67.80;-123.15
280232;72.97;67.85;-122.61
280284;73.63;67.98;-121.49
280335;74.06;68.08;-120.81
280382;74.28;68.24;-120.43
280434;74.79;68.62;-119.83
280482;75.41;69.15;-118.86
280534;74.79;71.24;-118.86
280582;67.60;75.66;-125.23
280634;343.00;82.23;152.39
280682;289.80;70.76;104.96
280734;275.79;54.82;95.51
280782;270.70;60.65;84.72
280835;263.01;66.27;74.48
280882;256.91;75.97;64.86
280934;142.64;87.47;-52.27
280982;97.64;75.67;-97.68
281034;95.15;56.84;-99.63
281082;94.17;44.12;-100.87
281134;103.92;34.19;-99.94
281182;107.05;36.50;-106.30
281232;101.55;44.69;-104.98
281284;95.17;53.93;-107.65
281335;88.57;59.68;-113.06
281382;83.71;59.41;-121.25
281434;82.12;59.15;-123.80
281482;82.31;58.89;-123.79
281534;83.02;58.71;-122.97
281582;83.96;58.65;-121.89
281634;85.53;58.54;-120.07
281682;86.02;58.32;-119.72
281732;86.53;58.12;-119.26
281784;87.01;58.05;-119.00
281835;87.66;58.55;-118.41
281882;88.05;60.11;-117.96
281934;86.26;64.51;-120.29
281982;77.06;71.16;-128.41
282034;14.09;80.69;172.64
282082;311.62;70.95;114.40
282134;303.13;60.06;98.96
282182;299.71;66.78;94.07
282234;290.61;75.77;83.79
282282;276.97;85.18;69.57
282336;110.90;79.22;-95.86
282382;106.08;66.72;-99.62
282434;104.32;52.65;-100.39
282482;105.72;44.55;-100.97
282534;109.19;32.02;-109.65
282582;110.99;33.70;-109.52
282634;109.59;47.46;-101.12
282682;109.76;52.70;-99.61
282734;110.41;54.22;-95.62
282782;110.84;54.14;-94.82
282837;110.94;53.81;-94.87
282882;110.94;53.58;-95.00
282934;111.01;53.29;-95.03
282982;111.06;53.11;-95.04
283034;111.27;52.91;-94.71
283082;111.46;52.80;-94.32
283134;111.58;52.79;-93.70
283182;111.77;52.89;-93.31
283234;112.55;53.43;-91.94
283282;113.01;55.15;-91.34
283337;114.11;63.17;-89.72
283382;116.95;73.51;-85.63
283434;234.22;83.76;34.97
283482;273.23;68.55;72.58
283534;262.44;74.60;57.77
283582;247.09;79.66;41.93
283634;166.32;82.83;-40.25
283682;128.36;74.51;-78.67
283734;117.41;59.39;-90.74
283782;114.79;47.06;-94.83
283837;109.61;30.87;-102.60
283882;113.15;20.53;-99.95
283934;115.24;24.40;-101.39
283982;112.63;34.69;-98.06
284034;112.21;41.95;-96.69
284082;112.58;42.90;-94.80
284134;112.99;43.06;-93.78
284182;112.96;42.91;-93.87
284234;112.93;42.70;-93.91
284282;112.85;42.49;-94.10
284337;112.85;42.26;-94.21
284382;113.01;42.11;-94.00
284434;113.29;42.03;-93.60
284482;113.50;42.10;-93.11
284534;114.08;42.41;-92.35
284582;114.60;42.91;-91.44
284634;115.69;45.37;-90.82
284682;116.15;50.46;-89.82
284734;118.06;63.99;-87.53
284782;129.68;78.85;-73.82
284837;284.16;78.08;77.29
284882;265.58;81.88;57.73
284934;197.83;84.90;-10.32
284982;142.29;79.57;-66.06
285034;122.02;64.69;-85.05
285082;117.40;53.03;-89.83
285134;114.58;36.12;-93.13
285182;110.27;22.70;-97.17
285234;107.76;10.09;-98.08
285282;106.99;17.49;-97.85
285337;105.82;31.20;-93.72
285382;106.60;33.34;-91.69
285432;106.17;34.28;-90.99
285484;106.07;34.15;-90.82
285532;105.88;33.93;-91.09
285584;105.74;33.68;-91.24
285632;105.70;33.46;-91.30
285684;105.67;33.17;-91.42
285732;105.90;33.06;-91.07
285784;106.58;33.19;-90.05
285835;106.89;33.38;-89.50
285882;107.44;33.66;-88.67
285934;107.82;34.58;-88.20
285982;108.76;36.56;-87.83
286034;109.20;44.55;-87.36
286082;110.15;54.78;-85.87
286134;119.23;77.35;-74.99
286182;285.22;86.52;83.44
286234;153.42;84.22;-51.30
286282;142.35;78.40;-63.29
286335;129.28;68.15;-77.32
286382;119.51;54.88;-86.24
286434;113.92;39.47;-89.99
286482;111.78;27.66;-91.14
286534;112.28;7.69;-91.69
286582;114.40;-2.30;-98.15
286634;116.14;-1.05;-98.11
286682;112.57;3.45;-92.03
286734;107.50;14.19;-86.35
286782;106.52;20.70;-86.64
286836;105.33;25.79;-87.18
286882;104.92;26.18;-87.17
286934;104.81;26.11;-87.06
286982;104.95;26.08;-86.66
287034;105.12;25.91;-86.30
287082;105.19;25.75;-86.11
287134;105.39;25.59;-85.69
287182;105.32;25.66;-85.63
287232;105.39;25.81;-85.39
287284;106.67;26.39;-84.54
287335;107.46;27.58;-84.23
287382;107.91;32.22;-84.55
287434;110.75;44.02;-81.17
287482;116.85;59.54;-72.80
287534;151.35;82.19;-42.69
287582;140.00;78.17;-56.96
287634;130.93;69.40;-67.89
287682;125.92;60.39;-74.76
287734;120.19;44.70;-80.81
287782;118.17;32.71;-83.31
287836;114.95;14.92;-88.33
287882;110.23;1.51;-93.30
287934;112.30;-11.69;-93.27
287982;112.36;-6.07;-99.49
288034;109.03;9.65;-93.71
288082;109.00;16.51;-92.56
288134;110.14;17.93;-87.63
288182;110.36;17.97;-86.73
288234;110.19;17.70;-86.74
288282;110.06;17.42;-86.78
288336;109.86;16.90;-86.91
288382;109.70;16.46;-87.10
288434;109.57;16.08;-87.08
288482;109.56;15.97;-86.66
288534;109.55;16.15;-86.29
288582;110.47;16.71;-85.20
288634;111.60;18.10;-84.22
288682;112.39;20.80;-84.20
288734;114.38;30.78;-82.39
288782;116.66;42.39;-80.44
288837;129.26;65.07;-67.16
288882;138.64;73.90;-63.97
288934;132.92;64.50;-66.76
288982;128.08;57.34;-72.37
289034;122.31;42.75;-76.83
289082;118.35;31.05;-79.74
289134;114.09;15.07;-82.66
289182;110.48;3.70;-84.92
289234;107.11;-11.07;-89.79
289282;106.34;-15.33;-93.59
289336;108.44;-8.71;-88.87
289382;106.65;2.77;-86.21
289434;106.81;10.78;-85.88
289482;107.45;11.18;-83.32
289534;107.50;11.20;-82.88
289582;107.40;11.17;-82.82
289634;107.28;11.04;-82.61
289682;107.07;10.91;-82.69
289734;106.86;10.64;-82.73
289782;106.80;10.48;-82.58
289836;106.74;10.44;-82.32
289882;106.94;10.63;-81.96
289934;107.76;11.14;-80.92
289982;108.34;12.37;-80.46
290034;109.91;17.72;-79.80
290082;111.99;26.33;-78.65
290134;118.86;44.62;-71.44
290182;128.80;61.50;-64.23
290234;126.73;64.00;-74.18
290282;127.14;55.62;-69.16
290337;123.42;43.95;-75.82
290382;119.84;32.16;-77.85
290434;115.37;17.93;-80.87
290482;112.33;6.71;-83.13
290534;105.85;-8.84;-86.68
290582;103.42;-19.18;-88.98
290634;103.68;-22.21;-92.34
290682;104.06;-12.78;-86.17
290734;103.38;-2.00;-84.17
290782;103.41;2.79;-83.25
290836;103.98;3.71;-81.77
290882;103.91;3.53;-81.53
290934;103.57;3.24;-81.58
290982;103.40;3.06;-81.47
291034;103.22;2.84;-81.32
291082;103.10;2.72;-81.20
291134;103.22;2.73;-80.61
291182;103.25;2.90;-80.34
291234;103.85;3.28;-79.53
291282;104.32;3.95;-79.15
291336;105.38;5.96;-78.62
291382;106.70;10.95;-77.86
291434;110.18;23.77;-76.03
291482;116.24;38.53;-69.41
291534;128.45;60.40;-62.95
291582;125.43;54.71;-67.00
291634;124.15;45.45;-66.03
291682;120.84;36.75;-68.60
291734;113.39;22.24;-71.78
291782;107.92;12.10;-73.63
291835;101.88;-1.09;-76.46
291882;96.67;-11.91;-81.00
291934;94.25;-26.14;-87.73
291982;95.60;-26.46;-88.51
292034;95.76;-12.49;-76.70
292082;97.19;-6.07;-76.13
292134;97.81;-2.30;-73.32
292182;98.09;-2.05;-72.21
292234;97.85;-2.17;-71.97
292282;97.62;-2.24;-71.88
292336;97.34;-2.53;-71.71
292382;97.09;-2.70;-71.62
292434;96.82;-2.80;-71.45
292482;96.68;-2.84;-71.22
292534;96.58;-2.64;-70.81
292582;96.91;-2.56;-70.21
292634;97.47;-1.88;-69.57
292682;98.20;-0.72;-69.17
292734;101.14;5.35;-68.44
292782;105.63;14.51;-66.90
292837;117.83;31.18;-57.77
292882;132.33;47.06;-49.38
292934;127.50;41.63;-55.40
292982;122.99;35.67;-58.42
293034;115.67;24.97;-63.80
293082;109.67;15.47;-66.26
293134;101.81;1.34;-68.60
293182;95.70;-9.38;-70.43
293234;86.09;-22.79;-72.76
293282;81.41;-30.77;-75.60
293336;85.79;-30.07;-77.74
293382;88.10;-21.06;-70.44
293434;90.40;-12.79;-69.83
293482;91.30;-9.83;-67.52
293534;91.62;-9.28;-66.28
293582;91.40;-9.31;-66.05
293634;91.04;-9.30;-65.81
293682;90.70;-9.39;-65.67
293734;90.29;-9.42;-65.54
293782;90.05;-9.49;-65.35
293837;89.84;-9.51;-64.93
293882;89.74;-9.35;-64.64
293934;90.43;-9.15;-63.84
293982;91.15;-8.62;-63.43
294034;92.83;-6.36;-63.44
294082;95.68;-1.56;-63.16
294134;102.17;10.80;-61.42
294182;111.38;23.76;-55.18
294234;125.42;41.92;-50.34
294282;120.42;36.38;-54.60
294336;113.90;27.49;-58.62
294382;108.94;18.45;-61.51
294434;102.11;5.28;-64.23
294482;96.59;-5.17;-65.98
294534;87.06;-19.40;-65.96
294582;78.94;-28.05;-64.73
294632;72.19;-36.86;-65.02
294684;81.70;-29.02;-65.57
294732;83.92;-20.19;-65.53
294784;86.47;-13.79;-65.45
294835;87.12;-12.56;-63.44
294882;86.91;-12.38;-63.11
294934;86.44;-12.37;-62.85
294982;86.22;-12.38;-62.57
295034;85.65;-12.42;-62.43
295082;85.27;-12.47;-62.32
295134;85.00;-12.60;-61.85
295182;85.13;-12.62;-61.33
295234;85.44;-12.38;-60.68
295282;85.95;-12.08;-60.25
295336;87.12;-11.08;-59.80
295382;89.04;-7.98;-60.45
295434;94.23;1.22;-59.83
295482;100.75;11.97;-57.63
295532;114.54;29.09;-49.57
295584;121.09;37.34;-51.30
295632;116.52;30.77;-51.34
295684;109.66;21.86;-55.21
295732;103.47;12.48;-56.60
295784;94.20;-0.47;-58.16
295835;86.84;-10.53;-58.42
295882;77.16;-21.17;-58.72
295934;65.95;-33.12;-60.86
295982;63.28;-36.20;-62.29
296034;71.58;-20.24;-56.24
296082;75.12;-15.13;-56.16
296134;76.52;-13.04;-53.50
296182;76.69;-13.01;-52.68
296234;76.24;-13.06;-52.28
296282;75.85;-12.99;-52.12
296336;75.44;-13.06;-51.75
296382;75.10;-13.05;-51.57
296434;74.91;-13.08;-51.05
296482;74.92;-13.08;-50.56
296534;75.10;-12.80;-49.95
296582;75.41;-12.53;-49.57
296634;76.27;-11.74;-49.04
296682;78.09;-9.87;-49.38
296734;83.77;-3.01;-49.04
296782;91.13;4.69;-47.65
297113;46.83;-36.41;-42.83
297161;32.40;-43.39;-36.87
297213;5.34;-46.49;-23.20
297261;351.53;-49.71;-11.17
297313;356.79;-51.74;-15.77
297361;10.87;-48.02;-24.93
297413;22.65;-42.83;-32.09
297461;24.12;-41.85;-30.96
297513;24.25;-41.39;-30.05
297564;23.84;-41.03;-29.72
297611;23.30;-40.63;-29.33
297661;22.61;-40.36;-28.89
297713;21.79;-40.05;-28.38
297761;21.37;-39.84;-27.97
297813;20.86;-39.39;-27.48
297861;20.83;-39.12;-27.12
297913;21.60;-39.01;-26.72
297961;22.74;-38.51;-27.11
298013;27.65;-36.44;-30.43
298064;35.78;-31.90;-34.53
298111;49.74;-22.96;-38.65
298163;68.94;-7.06;-40.33
298211;71.68;-3.06;-43.30
298263;65.13;-9.33;-40.33
298311;59.33;-14.74;-41.00
298363;47.35;-25.10;-38.62
298411;36.80;-31.97;-35.68
298463;16.68;-40.38;-28.00
298511;358.52;-41.97;-19.67
298565;340.66;-43.71;-8.54
298611;341.53;-45.10;-10.38
298663;359.97;-40.46;-20.03
298711;7.35;-37.65;-24.10
298763;10.54;-36.08;-23.58
298811;10.58;-35.86;-22.79
298863;10.00;-35.28;-22.35
298911;9.55;-34.87;-22.07
298963;8.94;-34.31;-21.73
299011;8.56;-33.83;-21.56
299066;8.19;-33.33;-21.14
299111;8.11;-32.84;-20.91
299163;8.18;-31.99;-20.96
299211;8.88;-31.75;-20.69
299263;10.25;-30.50;-21.23
299311;13.61;-28.54;-23.68
299363;23.08;-24.02;-27.30
299411;34.36;-16.73;-30.61
299463;54.40;-1.90;-32.33
299511;59.63;3.30;-33.66
299566;54.93;-2.88;-29.81
299611;49.78;-9.30;-29.95
299663;37.88;-18.75;-26.30
299711;25.99;-23.72;-22.51
299763;7.05;-27.27;-16.55
299811;352.67;-26.98;-13.89
299863;335.10;-27.55;-12.83
299911;328.42;-29.85;-12.80
299963;334.82;-31.34;-10.25
300011;345.81;-24.47;-12.29
300065;354.47;-21.93;-14.49
300111;356.73;-21.69;-12.71
300163;356.92;-21.68;-11.12
300211;356.73;-21.25;-10.81
300263;356.38;-20.50;-10.57
300311;356.13;-20.03;-10.34
300363;355.76;-19.38;-10.00
300411;355.59;-18.97;-9.42
300463;355.55;-18.42;-8.74
300511;355.67;-18.12;-8.37
300565;356.14;-17.86;-7.88
300611;357.27;-17.59;-7.78
300663;4.56;-16.62;-8.95
300711;15.94;-14.98;-11.93
300763;38.99;-13.04;-11.61
300811;56.50;-9.96;-13.15
300863;48.72;-10.68;-11.54
300911;42.65;-10.01;-11.52
300963;27.07;-10.63;-10.45
301011;15.52;-10.85;-9.60
301065;358.86;-11.30;-10.34
301111;345.02;-11.05;-12.36
301163;330.42;-7.95;-18.84
301211;321.17;-9.76;-18.91
301263;328.38;-11.11;-8.95
301311;338.93;-7.05;-8.05
301363;344.73;-5.97;-8.24
301411;345.28;-6.15;-7.09
301463;345.26;-5.62;-6.48
301511;345.13;-5.11;-6.26
301565;344.81;-4.42;-5.99
301611;344.56;-4.11;-5.54
301663;344.29;-3.75;-4.95
301711;344.19;-3.48;-4.44
301763;344.30;-3.01;-3.77
301811;344.62;-2.82;-3.26
301863;345.48;-2.52;-2.87
301911;347.07;-2.34;-2.66
301963;354.66;-2.25;-2.50
302011;4.48;-2.12;-2.47
302065;25.83;-4.06;1.44
302111;44.50;-4.29;0.36
302163;39.12;-3.73;-1.43
302211;33.06;-2.80;-2.27
302263;19.53;-1.41;-4.02
302311;7.59;-0.27;-5.50
302363;351.10;0.35;-8.06
302411;337.61;0.52;-10.25
302463;320.73;3.65;-15.60
302511;312.04;-0.94;-13.68
302565;314.75;-2.61;-20.86
302611;323.84;-0.72;-14.51
302663;333.85;2.63;-12.95
302711;335.90;3.00;-10.21
302763;336.41;2.96;-8.36
302811;336.47;2.88;-7.83
302863;336.30;3.06;-7.48
302911;336.17;3.04;-7.27
302963;335.96;2.94;-6.87
303011;335.95;2.96;-6.50
303066;336.09;3.05;-5.99
303111;336.34;3.05;-5.59
303163;337.18;3.07;-5.14
303211;338.72;2.63;-4.90
303261;344.18;3.04;-5.07
303313;356.34;4.30;-3.68
303361;11.88;6.42;-0.50
303413;35.14;6.63;7.20
303461;33.43;3.93;8.59
303513;26.56;0.00;6.50
303564;16.78;-1.69;6.54
303611;3.24;0.86;6.96
303663;346.40;6.71;4.57
303711;334.90;11.10;-0.29
303763;312.14;18.86;-13.30
303811;295.86;17.16;-19.24
303863;294.36;13.25;-20.79
303911;302.48;16.92;-14.92
303963;317.25;18.55;-4.77
304011;323.66;20.76;-4.19
304066;324.35;20.78;-4.20
304111;324.17;20.48;-4.24
304163;323.99;20.16;-4.32
304211;323.79;19.81;-4.46
304261;323.43;19.41;-4.73
304313;323.06;18.92;-4.97
304361;323.02;18.61;-5.04
304413;323.26;18.06;-4.88
304461;324.16;17.27;-4.46
304513;326.63;16.45;-3.63
304564;329.84;16.57;-3.73
304611;337.95;17.45;-1.87
304663;359.35;18.95;6.10
304711;20.35;18.63;14.69
304763;27.20;17.84;18.42
304811;21.90;13.91;20.02
304863;9.25;10.53;16.69
304911;357.46;11.52;14.67
304963;338.43;16.58;8.84
305011;324.56;20.48;1.91
305066;304.27;28.17;-11.35
305111;289.56;32.07;-16.32
305163;283.91;32.98;-15.65
305211;292.02;35.67;-14.69
305263;312.06;38.48;-3.61
305311;316.50;38.47;1.46
305363;317.53;37.51;3.91
305411;317.40;37.42;3.52
305463;317.13;37.08;3.20
305511;316.85;36.58;3.18
305566;316.45;36.11;2.74
305611;316.33;35.74;2.57
305663;316.34;35.47;2.25
305711;316.48;35.13;2.26
305763;317.21;34.40;2.71
305811;318.38;33.79;3.51
305863;323.88;32.21;5.84
305911;333.38;29.46;11.58
305963;357.15;20.45;24.75
306011;15.95;10.96;33.72
306065;12.68;12.06;38.23
306111;4.87;13.31;37.88
306161;350.11;16.84;36.81
306213;330.33;25.35;32.22
306261;315.90;32.95;23.01
306313;292.03;43.49;-2.01
306361;267.29;49.40;-27.61
306413;243.70;49.28;-46.11
306461;243.91;52.22;-48.34
306513;262.57;64.65;-26.58
306564;279.37;67.46;-11.66
306611;285.60;66.77;-3.77
306663;285.90;65.82;-2.69
306711;285.83;65.34;-2.29
306763;285.35;64.89;-2.44
306811;285.10;64.44;-2.33
306863;285.28;63.80;-1.73
306911;285.48;63.38;-1.44
306963;286.63;62.74;-0.10
307011;287.92;62.22;1.16
307066;290.47;61.39;3.87
307111;296.80;60.34;9.25
307163;311.78;57.06;23.01
307211;326.08;50.47;35.91
307263;345.55;31.64;54.06
307311;355.74;18.86;59.13
307363;352.63;25.06;59.56
307411;349.39;29.97;57.17
307463;339.48;40.36;49.40
307511;327.38;48.64;39.39
307565;302.41;56.63;16.16
307611;278.77;58.51;-7.18
307663;248.09;56.72;-38.93
307711;235.23;49.98;-50.51
307763;237.06;47.89;-52.50
307811;245.06;48.20;-45.25
307863;264.45;62.23;-29.69
307911;276.71;64.89;-18.66
307963;279.47;63.19;-12.33
308011;279.84;62.39;-11.08
308064;279.58;61.91;-10.95
308111;279.20;61.51;-10.63
308163;279.11;61.13;-10.23
308211;279.06;61.03;-10.38
308263;279.18;60.80;-10.29
308311;279.51;60.58;-9.92
308363;280.48;60.31;-8.97
308411;281.25;59.95;-8.19
308463;284.22;59.48;-5.56
308511;291.22;59.12;0.42
308566;311.52;55.32;17.07
308611;330.15;48.48;32.57
308663;353.43;33.26;45.29
308711;354.94;30.40;41.34
308763;347.38;33.29;40.97
308811;341.06;39.51;34.68
308863;324.72;50.08;23.58
308911;307.58;55.68;8.94
308963;276.22;55.05;-19.81
309011;258.55;51.13;-37.78
309066;243.34;40.98;-50.83
309111;239.96;35.08;-55.74
309163;247.49;38.55;-48.64
309211;257.27;47.24;-41.29
309263;270.79;53.28;-28.98
309311;273.35;53.46;-23.64
309363;274.27;52.99;-22.14
309411;274.45;52.63;-21.77
309463;274.67;52.19;-21.31
309511;274.74;51.86;-21.13
309565;274.95;51.40;-20.73
309611;275.24;51.03;-20.22
309663;275.67;50.69;-19.56
309711;276.10;50.36;-18.97
309763;277.21;49.94;-17.85
309811;280.43;49.79;-15.77
309863;295.05;49.91;-4.50
309911;313.29;47.87;9.96
309963;344.18;38.23;31.68
310011;353.17;33.65;31.47
310066;344.07;35.00;26.03
310111;335.60;37.25;17.13
310163;318.52;40.29;4.57
310211;303.60;41.40;-6.82
310263;279.97;38.33;-24.55
310311;263.61;34.63;-36.61
310363;245.92;25.98;-47.94
310411;238.86;23.33;-54.34
310463;243.13;26.98;-47.21
310511;248.85;34.08;-44.72
310566;259.00;43.42;-38.15
310611;265.92;46.58;-28.96
310663;267.59;46.28;-27.01
310711;268.27;45.97;-25.89
310763;268.72;45.27;-24.81
310811;268.91;44.78;-24.29
310861;269.14;44.41;-23.83
310913;269.40;44.18;-23.37
310961;269.72;44.10;-22.94
311013;270.67;43.73;-21.81
311064;272.28;43.59;-20.55
311111;278.80;44.41;-17.00
311163;297.03;46.03;-4.06
311211;319.42;44.26;12.86
311263;344.82;39.50;26.07
311311;342.33;40.78;30.05
311363;333.69;39.72;24.02
311411;321.46;37.92;15.62
311463;302.54;38.17;4.68
311511;286.33;40.37;-5.56
311565;261.36;40.49;-22.51
311611;245.46;38.92;-37.49
311663;230.93;31.58;-54.64
311711;225.24;24.82;-63.09
311761;228.18;24.18;-60.16
311813;233.69;35.90;-46.16
311861;241.51;42.12;-41.80
311913;245.96;43.70;-34.77
311961;247.49;43.43;-32.16
312013;248.89;43.50;-30.50
312064;249.54;43.55;-29.93
312111;250.15;43.42;-29.24
312163;250.26;42.98;-28.97
312211;250.06;42.53;-29.03
312263;250.21;42.16;-28.84
312311;250.77;41.78;-28.08
312363;251.89;41.24;-26.82
312411;253.31;40.72;-25.61
312463;257.73;41.07;-22.03
312511;265.89;42.17;-16.16
312565;285.39;43.84;-2.06
312611;312.42;41.36;17.58
312663;330.41;37.14;21.15
312711;322.26;36.42;17.48
312763;311.04;37.65;7.05
312811;298.57;38.81;-1.58
312863;278.12;37.80;-17.03
312911;264.25;33.39;-27.43
312963;246.94;24.98;-41.37
313011;235.90;18.90;-49.12
313065;226.13;10.13;-53.02
313111;226.89;11.06;-54.23
313163;232.82;18.16;-47.06
313211;239.58;26.10;-40.63
313263;246.73;30.82;-33.65
313311;248.75;30.90;-31.35
313363;249.73;30.60;-29.75
313411;249.94;30.41;-29.22
313463;249.87;29.98;-28.91
313511;249.73;29.59;-28.72
313565;249.48;29.17;-28.57
313611;249.28;28.84;-28.44
313663;248.99;28.54;-28.35
313711;248.73;28.31;-28.33
313763;247.86;27.83;-28.54
313811;247.20;27.39;-28.95
313863;246.50;26.70;-29.26
313911;245.97;26.12;-29.64
313963;245.36;25.64;-30.17
314011;245.04;25.28;-30.24
314066;244.74;24.88;-30.26
314111;244.54;24.60;-30.19
314163;244.21;24.33;-30.33
314211;244.01;24.16;-30.39
314263;243.80;23.87;-30.24
314311;243.64;23.64;-30.12
314363;243.35;23.32;-30.04
314411;243.11;23.10;-30.02
314463;242.76;22.78;-29.97
314511;242.44;22.55;-30.00
314565;241.92;22.23;-30.18
314611;241.53;21.99;-30.29
314663;241.25;21.63;-30.16
314711;240.98;21.39;-30.17
314763;240.73;20.96;-29.95
314811;240.72;20.61;-29.54
314863;240.76;20.10;-28.94
314911;241.02;19.68;-28.27
314963;242.67;18.99;-27.06
315011;247.28;19.21;-26.03
315065;249.13;21.58;-22.70
315111;246.02;27.04;-22.54
315163;238.95;27.11;-24.63
315211;235.84;21.84;-26.51
315263;234.32;15.15;-34.33
315311;232.96;10.53;-37.77
315363;227.84;7.52;-42.70
315411;226.41;6.74;-39.93
315461;231.17;11.87;-34.00
315513;236.23;14.91;-32.10
315564;237.36;15.84;-30.40
315611;237.50;15.86;-29.50
315663;237.55;15.62;-28.91
315711;237.49;15.37;-28.58
315763;237.33;15.08;-28.20
315811;237.18;14.89;-27.99
315863;237.18;14.46;-27.35
315911;237.15;14.20;-26.96
315963;237.32;13.80;-26.13
316011;237.51;13.41;-25.25
316065;237.69;13.20;-24.49
316111;238.04;12.99;-23.85
316163;238.83;12.99;-23.15
316211;240.05;12.88;-22.57
316263;245.75;13.96;-20.45
316311;254.34;15.58;-17.63
316361;270.10;17.98;-10.71
316413;292.34;21.47;-2.48
316461;289.90;21.81;-2.33
316513;283.73;22.06;-5.10
316564;276.32;20.31;-8.88
316611;264.11;16.76;-14.13
316663;249.82;12.20;-20.17
316711;238.50;8.61;-25.56
316763;221.83;5.64;-32.40
316811;210.29;1.33;-33.72
316863;208.22;0.11;-35.46
316911;215.29;2.54;-33.19
316963;223.38;9.97;-29.49
317011;227.57;13.11;-29.02
317342;228.37;11.61;-21.82
317390;228.51;11.36;-21.14
317442;229.00;10.94;-20.02
317490;229.65;10.69;-19.19
317542;230.62;10.26;-17.92
317590;231.81;10.10;-17.39
317642;236.54;10.58;-15.87
317690;244.80;11.74;-13.34
317742;263.68;14.32;-6.27
317793;284.02;16.53;0.89
317840;285.15;17.88;-1.68
317892;277.60;16.90;-4.14
317940;269.04;14.80;-8.88
317992;253.30;10.97;-14.91
318040;241.66;8.29;-19.16
318092;223.06;3.25;-25.01
318140;210.83;3.42;-30.68
318192;196.68;-3.16;-29.60
318240;196.88;-4.98;-29.57
318295;206.56;-1.61;-29.93
318340;213.21;3.69;-27.41
318392;218.22;7.07;-25.04
318440;218.96;7.29;-23.77
318490;218.96;7.46;-23.26
318542;218.98;7.66;-22.82
318590;218.88;7.51;-22.30
318642;218.72;7.43;-21.81
318690;218.72;7.43;-21.36
318742;218.87;7.46;-20.51
318793;219.03;7.31;-19.81
318840;219.44;6.78;-18.90
318892;220.32;6.38;-17.95
318940;222.36;5.93;-17.45
318992;231.06;6.99;-15.84
319040;241.79;9.13;-12.82
319092;266.51;12.22;-5.29
319140;279.88;14.23;-5.63
319192;271.02;11.61;-7.45
319240;264.18;10.23;-9.71
319294;249.92;7.94;-10.80
319340;237.35;7.37;-11.94
319392;220.49;6.36;-14.52
319440;207.10;5.62;-17.93
319492;189.41;2.31;-24.96
319540;181.36;0.05;-31.15
319592;189.25;-1.24;-26.22
319640;200.18;3.81;-21.79
319692;207.75;6.87;-19.24
319740;210.21;7.23;-15.99
319794;210.04;7.36;-15.79
319840;209.97;7.50;-15.65
319892;209.76;7.45;-15.34
319940;209.56;7.27;-15.13
319992;209.32;7.05;-14.75
320040;209.16;6.94;-14.44
320092;209.10;6.96;-13.89
320140;209.23;6.63;-13.12
320192;209.98;5.99;-11.92
320240;211.01;5.61;-11.03
320294;216.53;5.41;-11.63
320340;224.41;6.92;-9.76
320390;238.48;9.18;-6.47
320442;263.42;11.64;-0.39
